file,ne1,type1,cnt-1,ne2,type2,cnt-2,ne3,type3,cnt-3,ne4,type4,cnt-4,ne5,type5,cnt-5,ne6,type6,cnt-6,ne7,type7,cnt-7,ne8,type8,cnt-8,ne9,type9,cnt-9,ne10,type10,cnt-10,ne11,type11,cnt-11,ne12,type12,cnt-12,ne13,type13,cnt-13,ne14,type14,cnt-14,ne15,type15,cnt-15,ne16,type16,cnt-16,ne17,type17,cnt-17,ne18,type18,cnt-18,ne19,type19,cnt-19,ne20,type20,cnt-20
CTX194102381,Louny,Settlement name (City/Town),2,Lounech,Settlement name (City/Town),2,130,Cardinal number,2,mm,Measure unit,2,Archeologického ústavu,Cult/Educational institution,1,30 . duben 1941,Complex time expressions,1,Louny ANSTALT FDR VOR,Settlement name (City/Town),1,ARCHEOLOGICKÝ ústav,Cult/Educational institution,1,9,Number expression (General),1,1941,Year,1,Bohumila Reissiga,Complex personal names,1,Příční,Super-terrestrial name (Star/Planet),1,1421 / 9,Number expression (General),1,12 . srpna 1940,Complex time expressions,1,30,Cardinal number,1,cm,Measure unit,1,1732,Year,1,Reissigovi,Surname,1,P.Reissig však,Complex personal names,1,A . U .,Complex personal names,1
CTX194102499,8 . V . 1941,Complex time expressions,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX194102513,Nepomuka,Settlement name (City/Town),2,Klášteře,Settlement name (City/Town),2,Nepomuku,Settlement name (City/Town),2,Praze,Settlement name (City/Town),1,Přeštice,Settlement name (City/Town),1,NOVÉ DOBY,Cultural artifact (Book/Painting),1,27.dubna 1941,Complex time expressions,1,1 .,Ordinal number,1,Káštera,Surname,1,Dr . Menclem,Complex personal names,1,Kláštera,Cult/Educational institution,1,Mencl,Surname,1,Kláštera,Settlement name (City/Town),1,Přeštic,Settlement name (City/Town),1,1941,Year,1,,,0,,,0,,,0,,,0,,,0
CTX194102514,Správa obecné školy,Cult/Educational institution,1,2511 / 44,Number expression (General),1,24,Number expression (General),1,19,Number expression (General),1,W,Measure unit,1,2574,Number expression (General),1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX194102535,PRAZE,Settlement name (City/Town),1,Nr,States/Provinces/Regions,1,1962,Year,1,Prag,Periodical name (Newspaper/Magazine),1,Praha,Settlement name (City/Town),1,111,Number expression (General),1,154,Number expression (General),1,5 / - 19,Complex time expressions,1,VLAŠSKÁ,Super-terrestrial name (Star/Planet),1,19,Street address,1,Benešov,Settlement name (City/Town),1,Věc ; minoritského chrámu,Cultural artifact (Book/Painting),1,Beílagen,Surname,1,Okresnímu u ř e d u v Benešově,Organization/Society,1,Pemátkový úřed,Complex personal names,1,Benešově,Settlement name (City/Town),1,Psmátkový,Surname,1,Archeologickým ústevem,Organization/Society,1,11 . březne 1941,Complex time expressions,1,712,Number expression (General),1
CTX194102545,Smoleč,Settlement name (City/Town),3,6,Itemizer (1.),1,138,Number expression (General),1,Slabšieich,Settlement name (City/Town),1,2280,Number expression (General),1,29,Number expression (General),1,IV,Number expression (General),1,41,Number expression (General),1,Slabčicích,Settlement name (City/Town),1,13 . května 1941,Complex time expressions,1,Archeologický ústav ANSTALT FOR VOR - UND FROHGESCHICHT ARCHEOLOGICKý,Cult/Educational institution,1,Praze,Settlement name (City/Town),1,Písek,Settlement name (City/Town),1,Vltavou,Hydronym (Bodies of water),1,Vltava,Hydronym (Bodies of water),1,Vltavy,Hydronym (Bodies of water),1,Vltavě,Hydronym (Bodies of water),1,1,Number expression (General),1,4940,Number expression (General),1,Dubský,Surname,1
CTX194102599,Plánice,Settlement name (City/Town),2,799,Number expression (General),1,Hradíště,Settlement name (City/Town),1,1941,Year,1,3,Cardinal number,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX194102631,m,Measure unit,2,mm,Measure unit,1,c,Measure unit,1,mh,Measure unit,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX194102635,2035747,Number expression (General),1,ARCHEOLOGICKÝ ÚSTAV he 8 csle Nr . S . TnaCi - ixa ctngelongs,Cult/Educational institution,1,23 . V . 1941,Complex time expressions,1,4,Number expression (General),1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX194102684,78 .,Ordinal number,1,6 .,Ordinal number,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX194102687,Kostelec nad L .,Settlement name (City/Town),1,Brandýs nad I . c i,Settlement name (City/Town),1,N . M .,Complex personal names,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX194102689,2,Number expression (General),1,41,Number expression (General),1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX194102709,Národním museem,Cult/Educational institution,3,NÁRODNÍ OSVETY Č,Organization/Society,1,48.994 / 41 - V / 4,Number expression (General),1,Musejním spolkem v rýno n . / Vlt .,Cult/Educational institution,1,Praze,Settlement name (City/Town),1,24 . dubna 19 41,Complex time expressions,1,Archeologickému ústavu v Praze,Cult/Educational institution,1,Vlašská ul.19,Super-terrestrial name (Star/Planet),1,Musejní spolek v Týně n.Vlt .,Cult/Educational institution,1,Hostech,Settlement name (City/Town),1,Kopcová,Geographical name (General),1,Týn n.Vlt .,Settlement name (City/Town),1,Musejního spolku v Týně n.Vlt .,Cult/Educational institution,1,1940,Year,1,1500,Cardinal number,1,82,Cardinal number,1,Burián,Surname,1,Dr.B.Svoboda z Národního,Complex personal names,1,musea,Organization/Society,1,1.584 .,Cardinal number,1
CTX194102719,18.IV .,Complex time expressions,1,1941,Year,1,Ostrova,Settlement name (City/Town),1,4 . VI . 1941,Complex time expressions,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX194102725,19 . VI . 1941,Complex time expressions,1,1,Itemizer (1.),1,1941,Year,1,3,Cardinal number,1,Teove ERel 6,Product (General),1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX194102731,sv.Vav řince,Cultural artifact (Book/Painting),3,2,Cardinal number,2,PRAZE,Settlement name (City/Town),1,2746 / 41,Number expression (General),1,5,Number expression (General),1,ANSTALT FO : VOR - UND FROHGESCHICHTE archeologický ústav Nr,Cultural artifact (Book/Painting),1,2034,Year,1,1041,Zip code,1,Prag Praha Hl . i 34 ľ . dne 22 . IV . 19 41 VLAŠSKÁ 19,Complex Address/Number/Time,1,2,Number expression (General),1,Magistrátu hlavního města Prahy,Organization/Society,1,Košíře,Urban geographical name (Street/Square),1,22.IV .41,Complex time expressions,1,XIV . . zádušní Praha ITýn,Organization/Society,1,XIV,Number expression (General),1,1402 / 41,Number expression (General),1,1355,Year,1,1894,Year,1,Sauera,Surname,1,1698,Year,1
CTX194102741,Seči,Settlement name (City/Town),3,Praze,Settlement name (City/Town),2,19 . května 1941,Complex time expressions,2,"Ing . Weyr , v . r .",Complex personal names,2,1940,Year,2,VČEŠ,Company/Firm,2,02,Cardinal number,1,Zemský úrad v Praze,Organization/Society,1,20,Number expression (General),1,92,Number expression (General),1,1941,Year,1,1,Number expression (General),1,347,Number expression (General),1,6,Itemizer (1.),1,141941,Year,1,28.XI . 194 C,Complex time expressions,1,3741 / 40,Number expression (General),1,2,Number expression (General),1,Podskalská 13,Complex Address/Number/Time,1,44546 20 / 92,Phone/Fax number,1
CTX194102745,Brandýs n . L .,Settlement name (City/Town),2,cm,Measure unit,2,Archeologického ústavu pro okres Mělník a Brandýs n . L .,Cult/Educational institution,1,41,Number expression (General),1,Nedomice,Settlement name (City/Town),1,Tišících,Settlement name (City/Town),1,1 . června 1941,Complex time expressions,1,ARCHEOLOGICKÝ ÚSTAV,Cult/Educational institution,1,277,Number expression (General),1,3 . W : 1941,Complex time expressions,1,Archeologickému ústavu v Praze,Cult/Educational institution,1,/ 1,Number expression (General),1,Nedomicích,Settlement name (City/Town),1,František Berka.Hrob,Complex personal names,1,70,Cardinal number,1,35,Cardinal number,1,,,0,,,0,,,0,,,0
CTX194102767,cm,Measure unit,5,10,Cardinal number,3,Okresní jednoty musejní v Brandýse nad Labem,Cult/Educational institution,3,Památkového úřadu v Praze,Organization/Society,3,Brandýse n . L,Settlement name (City/Town),2,Prahy,Settlement name (City/Town),2,31.kv ětna 1941,Complex time expressions,2,Brandýse nad Labem,Settlement name (City/Town),2,Brandýs nad Labem,Settlement name (City/Town),2,Archeologického ustavu v Praze,Cult/Educational institution,2,Labe,Hydronym (Bodies of water),2,Okresní jednota musejní v Brandýse nad Labem,Cult/Educational institution,2,2,Cardinal number,2,Archeologického ústavu v Praze,Cult/Educational institution,2,3 * - ervna,Complex time expressions,1,PAMÁTKOVÉHO ÚRADU V PRAZE,Organization/Society,1,POLITICKÝ OKRES BRANDÝS N,Organization/Society,1,. L,Settlement name (City/Town),1,BRANDÝSE N . L,Settlement name (City/Town),1,949,Number expression (General),1
CTX194102784,SMÍCHOV,Urban geographical name (Street/Square),2,SMETANOVA,Super-terrestrial name (Star/Planet),2,412 - 82,Phone/Fax number,2,1941,Year,2,1,Street address,1,Staňkovsku,Territorial name (State/Region),1,Osyračině,Settlement name (City/Town),1,Staříkova,Settlement name (City/Town),1,L,Street address,1,Stankovsku,Geographical name (General),1,Osvračině,Settlement name (City/Town),1,Stankovsku,Settlement name (City/Town),1,nd,Periodical name (Newspaper/Magazine),1,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX194102789,97,Volu-metric number,3,1972,Year,2,Školy,Cult/Educational institution,1,W iroticích,Settlement name (City/Town),1,2282,Number expression (General),1,Miroticích,Settlement name (City/Town),1,H rad / A 5,Nature/Landscape name (Mountain/River),1,7 4,Product (General),1,Boudy,Nature/Landscape name (Mountain/River),1,Bedřicha Tubského,Complex personal names,1,La téne jižních Cech -,Cultural artifact (Book/Painting),1,Strakonicích,Settlement name (City/Town),1,32,Volu-metric number,1,46,Volu-metric number,1,50,Volu-metric number,1,27 . V . 1941,Complex time expressions,1,Hrad,Settlement name (City/Town),1,4,Cardinal number,1,km,Measure unit,1,Dubského,Surname,1
CTX194102812,41,Number expression (General),3,Přeštice,Territorial name (State/Region),2,IV,Itemizer (1.),1,Hradčanské nám,Super-terrestrial name (Star/Planet),1,OTOMĚŘICKÝ USTAV,Super-terrestrial name (Star/Planet),1,PRAZE,Settlement name (City/Town),1,Č . J .,Complex personal names,1,595,Number expression (General),1,10 . června 19 41,Complex time expressions,1,842,Number expression (General),1,5.3 . 1941,Complex time expressions,1,Archeologickému ústavu v Praze,Cult/Educational institution,1,Vlašská,Super-terrestrial name (Star/Planet),1,19,Street address,1,5 . března 1941,Complex time expressions,1,Fotoměřický ústav,Cult/Educational institution,1,Nepomuku,Settlement name (City/Town),1,1,Itemizer (1.),1,1941,Year,1,,,0
CTX194102865,1 ? . června 1941,Complex time expressions,1,P r a ze,Settlement name (City/Town),1,28.VI bude ještě citelnější .,Complex time expressions,1,Ministerstvo školství a národní osvěty v P r a z e III,Organization/Society,1,sv . Prokopa,Cultural artifact (Book/Painting),1,Sázavě,Settlement name (City/Town),1,černých Budách,Urban geographical name (Street/Square),1,31,Number expression (General),1,15.000 . -,Cardinal number,1,K,Currency,1,15 století,Ordinal number,1,XIII,Year,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX194102898,1941,Year,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
CTX194102901,Hosty,Settlement name (City/Town),2,Týn n / Vlt .,Settlement name (City/Town),2,2,Cardinal number,2,1,Cardinal number,2,4,Cardinal number,2,PRAZE,Settlement name (City/Town),1,TÝN n . Vit,Settlement name (City/Town),1,ARCHEOLOGICKÝ ÚSTAV Č .,Cult/Educational institution,1,105,Number expression (General),1,1941,Year,1,Archeologický ustav Praha III,Periodical name (Newspaper/Magazine),1,10 . až 19 . června t . r .,Complex time expressions,1,p.Ladislav Hájek,Complex personal names,1,Národního musea v Prané,Cult/Educational institution,1,Kopcová”,Geographical name (General),1,Národník museem v Pra Praa,Cult/Educational institution,1,Musejním spolkem v Týně nad Vltavou,Cult/Educational institution,1,3,Cardinal number,1,11,Cardinal number,1,,,0
CTX194102915,cm,Measure unit,10,m,Measure unit,3,80,Cardinal number,2,20,Cardinal number,2,230,Cardinal number,2,5 . VII . 1941,Complex time expressions,1,2.zpr,Number expression (General),1,Levém Hradci,Urban geographical name (Street/Square),1,3.VI .,Ordinal number,1,17x,Cardinal number,1,6,Cardinal number,1,40,Cardinal number,1,120,Cardinal number,1,JV,Geographical name (General),1,SZ.Na,Geographical name (General),1,50,Cardinal number,1,25,Cardinal number,1,1 .,Ordinal number,1,130,Cardinal number,1,5,Cardinal number,1
CTX194102944,m,Measure unit,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
